0b0,[0.        0.        0.        0.        1.1504696]
0b1,[ 0.          0.          0.         -4.38076187  1.44266954]
0b10,[0.         0.         1.06122579 0.         1.54644014]
0b11,[ 0.          0.          1.09513208 -4.52070468  1.17051698]
0b100,[0.         5.60573368 0.         0.         1.19942362]
0b101,[ 0.          5.58713028  0.         -3.87845186  1.22640395]
0b110,[0.         5.60383786 1.75357018 0.         1.25129747]
0b111,[ 0.          5.51859043  1.08956144 -1.42244626  0.21212054]
0b1000,[2.1585523  0.         0.         0.         1.22406204]
0b1001,[ 2.15417244  0.          0.         -4.42451513  1.22464075]
0b1010,[2.18911857 0.         1.18148943 0.         1.17582911]
0b1011,[ 2.16327754  0.          0.931181   -1.98964905  0.818701  ]
0b1100,[2.24610934 5.76112938 0.         0.         1.56896778]
0b1101,[ 2.21245601  0.55090406  0.         -0.83375683  0.10671115]
0b1110,[2.46649492 5.80784486 0.95983817 0.         0.80187256]
0b1111,[0.56041775 0.         0.         0.         0.        ]
