0b0,[0.         0.         0.         0.         1.14610979]
0b1,[ 0.          0.          0.         -0.27619119  1.23417435]
0b10,[0.         0.         1.63141878 0.         1.16992783]
0b11,[ 0.          0.          1.63930017 -0.29219052  1.15514767]
0b100,[0.         1.65322337 0.         0.         1.13393968]
0b101,[ 0.          1.61744777  0.         -0.23959641  0.54478146]
0b110,[0.         1.68549181 1.61307722 0.         1.14516869]
0b111,[ 0.          1.25742927  0.         -0.01778014  0.        ]
0b1000,[1.64941218 0.         0.         0.         1.14599004]
0b1001,[ 1.63285705  0.          0.         -0.29633301  1.15453315]
0b1010,[1.62873363 0.         1.67849412 0.         1.16316437]
0b1011,[ 1.6359713   0.          0.66122148 -0.07683375  0.29313371]
0b1100,[1.66590561 1.71402455 0.         0.         1.17870187]
0b1101,[0.91372397 0.         0.         0.         0.10511248]
0b1110,[1.68677994 0.18471444 0.89138313 0.         0.40907338]
0b1111,[0. 0. 0. 0. 0.]
