0b0,[0.        0.        0.        0.        1.1150961]
0b1,[ 0.          0.          0.         -0.34093443  1.11367881]
0b10,[0.         0.         1.6466737  0.         1.09555062]
0b11,[ 0.          0.          1.67116147 -0.38410138  1.13590158]
0b100,[0.         1.56540508 0.         0.         1.08968174]
0b101,[ 0.          1.60840204  0.         -0.32320536  1.11877197]
0b110,[0.         1.61100197 1.66373943 0.         1.13818272]
0b111,[ 0.          0.15696077  1.59219204 -0.07470812  0.10887228]
0b1000,[1.59163648 0.         0.         0.         1.14741459]
0b1001,[ 1.62484916  0.          0.         -0.36891976  1.14357674]
0b1010,[1.61034873 0.         1.5648065  0.         1.10286835]
0b1011,[ 1.61200157  0.          0.57488446 -0.17018768  0.83146528]
0b1100,[1.58755745 1.65657414 0.         0.         1.13458786]
0b1101,[1.59535989 0.         0.         0.         0.10410672]
0b1110,[1.63881906 1.16967153 1.23569359 0.         0.88315918]
0b1111,[0.32253523 0.         0.         0.         0.        ]
